     0.000 D | <> Log initialized.
    14.550 D | Task "Net::Download(0x24f441eab00)" starting for the first time
    14.551 D | Downloading  "https://resources.download.minecraft.net/f3/f3e93920147eef76105c0f47f845fb53de202a45"
    14.557 D | Download succeeded: "https://resources.download.minecraft.net/f9/f929049bb7d6cd5ab7cfbb51e55ea3cee52e5729"
    14.557 D | Task "Net::Download(0x24f441eb400)" starting for the first time
    14.558 D | Downloading  "https://resources.download.minecraft.net/6b/6bb45e31e1939487f58f5fd4be1e7487b1fa16be"
    14.571 D | Download succeeded: "https://resources.download.minecraft.net/b2/b2b85858191c452aa27d1ea790edf2c9c497e0d5"
    14.572 D | Download succeeded: "https://resources.download.minecraft.net/0e/0e5029467ce047b3146be7ac3c25325301e223dd"
    14.572 D | Task "Net::Download(0x24f441eb640)" starting for the first time
    14.573 D | Downloading  "https://resources.download.minecraft.net/c0/c076377ba38821a3b050ebcf333043cb4cf59b81"
    14.573 D | Task "Net::Download(0x24f441eb4c0)" starting for the first time
    14.574 D | Downloading  "https://resources.download.minecraft.net/5c/5cc75e9e824a6ae798e657282694cc4174bfdd15"
    14.581 D | Download succeeded: "https://resources.download.minecraft.net/f3/f3e93920147eef76105c0f47f845fb53de202a45"
    14.582 D | Task "Net::Download(0x24f441ebc40)" starting for the first time
    14.582 D | Downloading  "https://resources.download.minecraft.net/f1/f1a2ede27259b0b2321e36b2d70c2fd63d82e862"
    14.592 D | Download succeeded: "https://resources.download.minecraft.net/6b/6bb45e31e1939487f58f5fd4be1e7487b1fa16be"
    14.592 D | Task "Net::Download(0x24f441e9600)" starting for the first time
    14.593 D | Downloading  "https://resources.download.minecraft.net/d6/d696e2d6640747987a056319dfd6e15c25e75191"
    14.609 D | Download succeeded: "https://resources.download.minecraft.net/c0/c076377ba38821a3b050ebcf333043cb4cf59b81"
    14.611 D | Download succeeded: "https://resources.download.minecraft.net/5c/5cc75e9e824a6ae798e657282694cc4174bfdd15"
    14.613 D | Task "Net::Download(0x24f441ebe80)" starting for the first time
    14.613 D | Downloading  "https://resources.download.minecraft.net/e1/e1e793d3c910f0c270eeb9d590774583451f94f5"
    14.614 D | Task "Net::Download(0x24f441e96c0)" starting for the first time
    14.614 D | Downloading  "https://resources.download.minecraft.net/2b/2b15d255ecf10baa81d8f51df3d2e43c68b52152"
    14.617 D | Download succeeded: "https://resources.download.minecraft.net/f1/f1a2ede27259b0b2321e36b2d70c2fd63d82e862"
    14.618 D | Task "Net::Download(0x24f441e9240)" starting for the first time
    14.618 D | Downloading  "https://resources.download.minecraft.net/01/01fc32d87db50d42e67519529c9e5b911652fcc7"
    14.633 D | Download succeeded: "https://resources.download.minecraft.net/d6/d696e2d6640747987a056319dfd6e15c25e75191"
    14.633 D | Task "Net::Download(0x24f441e9840)" starting for the first time
    14.634 D | Downloading  "https://resources.download.minecraft.net/aa/aaf9d9bbea70c6ae1b6326d55a6bd31835d7ad58"
    14.663 D | Download succeeded: "https://resources.download.minecraft.net/e1/e1e793d3c910f0c270eeb9d590774583451f94f5"
    14.664 D | Download succeeded: "https://resources.download.minecraft.net/2b/2b15d255ecf10baa81d8f51df3d2e43c68b52152"
    14.665 D | Download succeeded: "https://resources.download.minecraft.net/01/01fc32d87db50d42e67519529c9e5b911652fcc7"
    14.666 D | Task "Net::Download(0x24f441ec180)" starting for the first time
    14.667 D | Downloading  "https://resources.download.minecraft.net/3b/3b38ff0265ed81718749b343af3341c434cdeec2"
    14.667 D | Task "Net::Download(0x24f441ed740)" starting for the first time
    14.668 D | Downloading  "https://resources.download.minecraft.net/0a/0a682ccf59ee55c4c318540cb1c1796b89544725"
    14.668 D | Task "Net::Download(0x24f441eca80)" starting for the first time
    14.669 D | Downloading  "https://resources.download.minecraft.net/ce/cea8d7528eb11e1b804f43c1fc96db8e20a5270c"
    14.684 D | Download succeeded: "https://resources.download.minecraft.net/a8/a8729aeadb4f8303d16366e2896098cc7926da67"
    14.685 D | Task "Net::Download(0x24f441ecb40)" starting for the first time
    14.685 D | Downloading  "https://resources.download.minecraft.net/00/006dada2a21571fc27e6a3781a8c245ea2f0a7fc"
    14.688 D | Download succeeded: "https://resources.download.minecraft.net/aa/aaf9d9bbea70c6ae1b6326d55a6bd31835d7ad58"
    14.688 D | Task "Net::Download(0x24f441ed440)" starting for the first time
    14.689 D | Downloading  "https://resources.download.minecraft.net/55/55a1980f05271af3adaef0a0de95c7643dc30398"
    14.705 D | Download succeeded: "https://resources.download.minecraft.net/ce/cea8d7528eb11e1b804f43c1fc96db8e20a5270c"
    14.706 D | Task "Net::Download(0x24f441ec300)" starting for the first time
    14.706 D | Downloading  "https://resources.download.minecraft.net/3a/3a5861e32a704c97e0ac1418a7e4bdd6dd7df9b7"
    14.709 D | Download succeeded: "https://resources.download.minecraft.net/3b/3b38ff0265ed81718749b343af3341c434cdeec2"
    14.711 D | Download succeeded: "https://resources.download.minecraft.net/0a/0a682ccf59ee55c4c318540cb1c1796b89544725"
    14.711 D | Task "Net::Download(0x24f441ec540)" starting for the first time
    14.711 D | Downloading  "https://resources.download.minecraft.net/ff/ffa959046f30befad6490dde4bed82e81fed2c97"
    14.713 D | Task "Net::Download(0x24f441edbc0)" starting for the first time
    14.714 D | Downloading  "https://resources.download.minecraft.net/2a/2af699202676471bec82845a4accbf9c1bb27244"
    14.731 D | Download succeeded: "https://resources.download.minecraft.net/55/55a1980f05271af3adaef0a0de95c7643dc30398"
    14.731 D | Task "Net::Download(0x24f441ed8c0)" starting for the first time
    14.732 D | Downloading  "https://resources.download.minecraft.net/41/41c2c9723623b40a00511dc6263a7057c27b50dd"
    14.733 D | Download succeeded: "https://resources.download.minecraft.net/00/006dada2a21571fc27e6a3781a8c245ea2f0a7fc"
    14.735 D | Download succeeded: "https://resources.download.minecraft.net/3a/3a5861e32a704c97e0ac1418a7e4bdd6dd7df9b7"
    14.736 D | Task "Net::Download(0x24f441ecc00)" starting for the first time
    14.736 D | Downloading  "https://resources.download.minecraft.net/f2/f286216f203d49fa09567c41f6fcd2ad6e496d68"
    14.737 D | Task "Net::Download(0x24f441ee580)" starting for the first time
    14.737 D | Downloading  "https://resources.download.minecraft.net/20/201900635070f841f7de6c9575339ea219eb94c2"
    14.754 D | Download succeeded: "https://resources.download.minecraft.net/ff/ffa959046f30befad6490dde4bed82e81fed2c97"
    14.755 D | Task "Net::Download(0x24f441eccc0)" starting for the first time
    14.755 D | Downloading  "https://resources.download.minecraft.net/a2/a298905155e571b0175bd9fe1159b55a978f1161"
    14.757 D | Download succeeded: "https://resources.download.minecraft.net/2a/2af699202676471bec82845a4accbf9c1bb27244"
    14.757 D | Task "Net::Download(0x24f441ed800)" starting for the first time
    14.758 D | Downloading  "https://resources.download.minecraft.net/f8/f82b1154b34cd0a93533b3384d820db37174bc2e"
    14.773 D | Download succeeded: "https://resources.download.minecraft.net/9e/9ec3a85c351475f38ecc01dd4b1b1bd5ae82ddf8"
    14.774 D | Download succeeded: "https://resources.download.minecraft.net/41/41c2c9723623b40a00511dc6263a7057c27b50dd"
    14.776 D | Download succeeded: "https://resources.download.minecraft.net/20/201900635070f841f7de6c9575339ea219eb94c2"
    14.777 D | Task "Net::Download(0x24f441ec9c0)" starting for the first time
    14.778 D | Downloading  "https://resources.download.minecraft.net/b4/b49422cc89451a32776aca99100835af78e0b21a"
    14.778 D | Task "Net::Download(0x24f441ed500)" starting for the first time
    14.778 D | Downloading  "https://resources.download.minecraft.net/44/44a9a68dd718bedbd11b1f895277b648c18c5e0d"
    14.779 D | Task "Net::Download(0x24f441ecd80)" starting for the first time
    14.779 D | Downloading  "https://resources.download.minecraft.net/7f/7fbf93d76f4ba55b144d902f50416e5e97ae3166"
    14.793 D | Download succeeded: "https://resources.download.minecraft.net/f8/f82b1154b34cd0a93533b3384d820db37174bc2e"
    14.794 D | Task "Net::Download(0x24f441edc80)" starting for the first time
    14.794 D | Downloading  "https://resources.download.minecraft.net/a5/a57fc0da90f0b4ff1389293d267a00c3d4d87c75"
    14.801 D | Download succeeded: "https://resources.download.minecraft.net/f2/f286216f203d49fa09567c41f6fcd2ad6e496d68"
    14.802 D | Task "Net::Download(0x24f441ec3c0)" starting for the first time
    14.802 D | Downloading  "https://resources.download.minecraft.net/f1/f1f54f19def2ac455fefac893ec6673316d02367"
    14.824 D | Download succeeded: "https://resources.download.minecraft.net/7f/7fbf93d76f4ba55b144d902f50416e5e97ae3166"
    14.826 D | Download succeeded: "https://resources.download.minecraft.net/b4/b49422cc89451a32776aca99100835af78e0b21a"
    14.826 D | Task "Net::Download(0x24f441ed980)" starting for the first time
    14.827 D | Downloading  "https://resources.download.minecraft.net/77/770fcb86fb8fef3c74f6f2822e8a815a7aebdb34"
    14.827 D | Task "Net::Download(0x24f441edd40)" starting for the first time
    14.828 D | Downloading  "https://resources.download.minecraft.net/92/92072eae22082c0f22148a74fba68ae45a688bf5"
    14.832 D | Download succeeded: "https://resources.download.minecraft.net/44/44a9a68dd718bedbd11b1f895277b648c18c5e0d"
    14.832 D | Task "Net::Download(0x24f441ece40)" starting for the first time
    14.833 D | Downloading  "https://resources.download.minecraft.net/23/23af44d4ebfc4bb8245e3fe1906e620daf78367c"
    14.865 D | Download succeeded: "https://resources.download.minecraft.net/f1/f1f54f19def2ac455fefac893ec6673316d02367"
    14.867 D | Download succeeded: "https://resources.download.minecraft.net/77/770fcb86fb8fef3c74f6f2822e8a815a7aebdb34"
    14.868 D | Download succeeded: "https://resources.download.minecraft.net/92/92072eae22082c0f22148a74fba68ae45a688bf5"
    14.869 D | Download succeeded: "https://resources.download.minecraft.net/a5/a57fc0da90f0b4ff1389293d267a00c3d4d87c75"
    14.870 D | Task "Net::Download(0x24f441eed00)" starting for the first time
    14.870 D | Downloading  "https://resources.download.minecraft.net/01/0130bd76ebc1d41f720c6c05762eedd08d6a57ad"
    14.871 D | Task "Net::Download(0x24f441ef000)" starting for the first time
    14.871 D | Downloading  "https://resources.download.minecraft.net/30/30f55a89035b34cd82c47b8c65eba1492f2f3b28"
    14.871 D | Task "Net::Download(0x24f441ee7c0)" starting for the first time
    14.872 D | Downloading  "https://resources.download.minecraft.net/13/135320552365d45103d97443ad9aa2a13c63a030"
    14.872 D | Task "Net::Download(0x24f441ec480)" starting for the first time
    14.873 D | Downloading  "https://resources.download.minecraft.net/83/8375496eac88f2ca8e52693d2ce5cb4976539917"
    14.879 D | Download succeeded: "https://resources.download.minecraft.net/23/23af44d4ebfc4bb8245e3fe1906e620daf78367c"
    14.879 D | Task "Net::Download(0x24f441eef40)" starting for the first time
    14.879 D | Downloading  "https://resources.download.minecraft.net/6c/6cff311448e5dae82525c1d85101ec1ba4f4098a"
    14.903 D | Download succeeded: "https://resources.download.minecraft.net/30/30f55a89035b34cd82c47b8c65eba1492f2f3b28"
    14.904 D | Download succeeded: "https://resources.download.minecraft.net/13/135320552365d45103d97443ad9aa2a13c63a030"
    14.905 D | Download succeeded: "https://resources.download.minecraft.net/a2/a298905155e571b0175bd9fe1159b55a978f1161"
    14.907 D | Download succeeded: "https://resources.download.minecraft.net/83/8375496eac88f2ca8e52693d2ce5cb4976539917"
    14.907 D | Task "Net::Download(0x24f441ed380)" starting for the first time
    14.907 D | Downloading  "https://resources.download.minecraft.net/cc/cc08e21b571415e27b1e70eed6a488f8ba9b3db6"
    14.908 D | Task "Net::Download(0x24f441ee880)" starting for the first time
    14.908 D | Downloading  "https://resources.download.minecraft.net/b2/b2a4d2dcfde676caf4e6b3d59848901b2a9441ce"
    14.908 D | Task "Net::Download(0x24f441edec0)" starting for the first time
    14.909 D | Downloading  "https://resources.download.minecraft.net/ae/ae5a4f5a81e72098b34eaaf4434a7e1815e87823"
    14.909 D | Task "Net::Download(0x24f441ede00)" starting for the first time
    14.909 D | Downloading  "https://resources.download.minecraft.net/fe/fee749edcca854360d5f3cb432e102a06fc981d3"
    14.936 D | Download succeeded: "https://resources.download.minecraft.net/6c/6cff311448e5dae82525c1d85101ec1ba4f4098a"
    14.936 D | Task "Net::Download(0x24f441eeac0)" starting for the first time
    14.937 D | Downloading  "https://resources.download.minecraft.net/6b/6bc3dcea8da81eb0c892f7c00c84accbad8ef2f7"
    14.962 D | Download succeeded: "https://resources.download.minecraft.net/cc/cc08e21b571415e27b1e70eed6a488f8ba9b3db6"
    14.964 D | Download succeeded: "https://resources.download.minecraft.net/fe/fee749edcca854360d5f3cb432e102a06fc981d3"
    14.965 D | Download succeeded: "https://resources.download.minecraft.net/b2/b2a4d2dcfde676caf4e6b3d59848901b2a9441ce"
    14.965 D | Task "Net::Download(0x24f441ecf00)" starting for the first time
    14.966 D | Downloading  "https://resources.download.minecraft.net/12/12965f48483c25d58bad1950e55cfcc77eb14364"
    14.967 D | Download succeeded: "https://resources.download.minecraft.net/ae/ae5a4f5a81e72098b34eaaf4434a7e1815e87823"
    14.968 D | Task "Net::Download(0x24f441ee1c0)" starting for the first time
    14.968 D | Downloading  "https://resources.download.minecraft.net/da/da72608522eaea87e6ac5a79d4d2eec8d04eff15"
    14.968 D | Task "Net::Download(0x24f441ec0c0)" starting for the first time
    14.969 D | Downloading  "https://resources.download.minecraft.net/57/574374a17842b530c5932bea1f13066aeeb9c382"
    14.969 D | Task "Net::Download(0x24f441eda40)" starting for the first time
    14.969 D | Downloading  "https://resources.download.minecraft.net/05/057ab504f5f407ecca355b4b79a0e1c1f75060cf"
    14.985 D | Download succeeded: "https://resources.download.minecraft.net/6b/6bc3dcea8da81eb0c892f7c00c84accbad8ef2f7"
    14.985 D | Task "Net::Download(0x24f441ed5c0)" starting for the first time
    14.986 D | Downloading  "https://resources.download.minecraft.net/e3/e3e7e9911e1d24f0225bc565810a58ea81c70f77"
    15.015 D | Download succeeded: "https://resources.download.minecraft.net/12/12965f48483c25d58bad1950e55cfcc77eb14364"
    15.016 D | Download succeeded: "https://resources.download.minecraft.net/57/574374a17842b530c5932bea1f13066aeeb9c382"
    15.018 D | Download succeeded: "https://resources.download.minecraft.net/05/057ab504f5f407ecca355b4b79a0e1c1f75060cf"
    15.020 D | Download succeeded: "https://resources.download.minecraft.net/da/da72608522eaea87e6ac5a79d4d2eec8d04eff15"
    15.021 D | Download succeeded: "https://resources.download.minecraft.net/01/0130bd76ebc1d41f720c6c05762eedd08d6a57ad"
    15.022 D | Task "Net::Download(0x24f441ee040)" starting for the first time
    15.022 D | Downloading  "https://resources.download.minecraft.net/24/241e9041f3af4d599a093d66599823f27a7c9c7c"
    15.023 D | Task "Net::Download(0x24f441ecfc0)" starting for the first time
    15.023 D | Downloading  "https://resources.download.minecraft.net/f6/f69923d3997e201e375daa99449249eab23fa123"
    15.024 D | Task "Net::Download(0x24f441ec600)" starting for the first time
    15.024 D | Downloading  "https://resources.download.minecraft.net/f1/f1143e5adcd07dc885ed44d949886ce6fd870398"
    15.025 D | Task "Net::Download(0x24f441ee940)" starting for the first time
    15.025 D | Downloading  "https://resources.download.minecraft.net/85/85b43aa402a60adf087632be25d35a4e3c354ca3"
