     0.000 D | <> Log initialized.
     6.338 D | Downloading  "https://resources.download.minecraft.net/70/705958413c53d3be211df142ac4373a4471427da"
     6.367 D | Download succeeded: "https://resources.download.minecraft.net/fe/fe0aa753f52ff42f65b0ce142cd91c7851eae3ba"
     6.368 D | Task "Net::Download(0x29145fdbc00)" starting for the first time
     6.368 D | Downloading  "https://resources.download.minecraft.net/e1/e1473161a5f6e52bee97c38b1c05c8342503bbf2"
     6.402 D | Download succeeded: "https://resources.download.minecraft.net/70/705958413c53d3be211df142ac4373a4471427da"
     6.403 D | Download succeeded: "https://resources.download.minecraft.net/23/23360665fe34480dae0056e9f11ef6c47cc8e3df"
     6.405 D | Download succeeded: "https://resources.download.minecraft.net/75/756529ea99c4e259d66b1dd0b945e7d62904e2c8"
     6.406 D | Download succeeded: "https://resources.download.minecraft.net/4f/4f380fccd5258b882bb7d5a471a7906ef0a5a0e5"
     6.407 D | Download succeeded: "https://resources.download.minecraft.net/41/412fbf472c29b9eef3a08cafcf665c0c9bd93ab8"
     6.407 D | Task "Net::Download(0x29145fdc500)" starting for the first time
     6.408 D | Downloading  "https://resources.download.minecraft.net/10/101e3535d3f482acb6d1d0259d53d12b25979788"
     6.408 D | Task "Net::Download(0x29145fdb9c0)" starting for the first time
     6.408 D | Downloading  "https://resources.download.minecraft.net/4e/4e477f55b9c4875f69cb44a2aabab4b14aefd129"
     6.408 D | Task "Net::Download(0x29145fdc440)" starting for the first time
     6.409 D | Downloading  "https://resources.download.minecraft.net/d1/d14112bd7351ef48f193aa27b4517d4b0960f7b1"
     6.409 D | Task "Net::Download(0x29145fdbcc0)" starting for the first time
     6.410 D | Downloading  "https://resources.download.minecraft.net/57/57aead4d024109b4ed37dcf4c73ae44ed06f04a8"
     6.410 D | Task "Net::Download(0x29145fdba80)" starting for the first time
     6.410 D | Downloading  "https://resources.download.minecraft.net/97/97c65b93b9bff839786e23d8cb7c98ef3be4fe2d"
     6.435 D | Download succeeded: "https://resources.download.minecraft.net/e1/e1473161a5f6e52bee97c38b1c05c8342503bbf2"
     6.435 D | Task "Net::Download(0x29145fdc380)" starting for the first time
     6.436 D | Downloading  "https://resources.download.minecraft.net/1d/1d20194a6b2f883be478830f129e017257374629"
     6.471 D | Download succeeded: "https://resources.download.minecraft.net/4e/4e477f55b9c4875f69cb44a2aabab4b14aefd129"
     6.472 D | Download succeeded: "https://resources.download.minecraft.net/10/101e3535d3f482acb6d1d0259d53d12b25979788"
     6.473 D | Download succeeded: "https://resources.download.minecraft.net/57/57aead4d024109b4ed37dcf4c73ae44ed06f04a8"
     6.474 D | Download succeeded: "https://resources.download.minecraft.net/97/97c65b93b9bff839786e23d8cb7c98ef3be4fe2d"
     6.475 D | Download succeeded: "https://resources.download.minecraft.net/d1/d14112bd7351ef48f193aa27b4517d4b0960f7b1"
     6.476 D | Task "Net::Download(0x29146243bb0)" starting for the first time
     6.476 D | Downloading  "https://resources.download.minecraft.net/9a/9a7fe638bb8b3b1060b3830c63c3ce3d03cdbe1f"
     6.476 D | Task "Net::Download(0x29146243c70)" starting for the first time
     6.477 D | Downloading  "https://resources.download.minecraft.net/5d/5df4a02b1ebc550514841fddb7d64b9c497d40b4"
     6.477 D | Task "Net::Download(0x291462441b0)" starting for the first time
     6.477 D | Downloading  "https://resources.download.minecraft.net/a7/a772db3c8ac37dfeb3a761854fb96297257930ab"
     6.477 D | Task "Net::Download(0x29145fdb780)" starting for the first time
     6.478 D | Downloading  "https://resources.download.minecraft.net/18/1882f71dee4f377dde08a517adc5f3c585d2d526"
     6.478 D | Task "Net::Download(0x29145fdb6c0)" starting for the first time
     6.478 D | Downloading  "https://resources.download.minecraft.net/24/242114e81d0f4858d91fe06b7e78b86eec3127cd"
     6.505 D | Download succeeded: "https://resources.download.minecraft.net/1d/1d20194a6b2f883be478830f129e017257374629"
     6.506 D | Task "Net::Download(0x29146243d30)" starting for the first time
     6.506 D | Downloading  "https://resources.download.minecraft.net/25/255f7e21123c3647bd80c973e6a73d7854b2a1be"
     6.540 D | Download succeeded: "https://resources.download.minecraft.net/24/242114e81d0f4858d91fe06b7e78b86eec3127cd"
     6.542 D | Download succeeded: "https://resources.download.minecraft.net/5d/5df4a02b1ebc550514841fddb7d64b9c497d40b4"
     6.543 D | Download succeeded: "https://resources.download.minecraft.net/a7/a772db3c8ac37dfeb3a761854fb96297257930ab"
     6.544 D | Download succeeded: "https://resources.download.minecraft.net/9a/9a7fe638bb8b3b1060b3830c63c3ce3d03cdbe1f"
     6.545 D | Download succeeded: "https://resources.download.minecraft.net/18/1882f71dee4f377dde08a517adc5f3c585d2d526"
     6.545 D | Task "Net::Download(0x29146243eb0)" starting for the first time
     6.546 D | Downloading  "https://resources.download.minecraft.net/89/893e37d8d608cccd9c2404e785597c6a7c5f3593"
     6.546 D | Task "Net::Download(0x29146243df0)" starting for the first time
     6.546 D | Downloading  "https://resources.download.minecraft.net/32/32317250b0c0ee18ed1e0c4ae3364fa796433b0a"
     6.546 D | Task "Net::Download(0x29146243af0)" starting for the first time
     6.547 D | Downloading  "https://resources.download.minecraft.net/be/be73a79fb1ab966887a8b88bed9aa6b3d9173d71"
     6.547 D | Task "Net::Download(0x29146244030)" starting for the first time
     6.547 D | Downloading  "https://resources.download.minecraft.net/9b/9b8737d639df9e7ef99ceef49ce11df42eea9f12"
     6.548 D | Task "Net::Download(0x29146243730)" starting for the first time
     6.548 D | Downloading  "https://resources.download.minecraft.net/f2/f224168e178eca861af133c78209b662c4d1e452"
     6.574 D | Download succeeded: "https://resources.download.minecraft.net/25/255f7e21123c3647bd80c973e6a73d7854b2a1be"
     6.575 D | Task "Net::Download(0x29146243f70)" starting for the first time
     6.575 D | Downloading  "https://resources.download.minecraft.net/2d/2dea72908470f559ba7cb98b7d98ebe2889e7577"
     6.609 D | Download succeeded: "https://resources.download.minecraft.net/f2/f224168e178eca861af133c78209b662c4d1e452"
     6.610 D | Download succeeded: "https://resources.download.minecraft.net/32/32317250b0c0ee18ed1e0c4ae3364fa796433b0a"
     6.612 D | Download succeeded: "https://resources.download.minecraft.net/be/be73a79fb1ab966887a8b88bed9aa6b3d9173d71"
     6.613 D | Download succeeded: "https://resources.download.minecraft.net/89/893e37d8d608cccd9c2404e785597c6a7c5f3593"
     6.614 D | Download succeeded: "https://resources.download.minecraft.net/9b/9b8737d639df9e7ef99ceef49ce11df42eea9f12"
     6.615 D | Task "Net::Download(0x29146244330)" starting for the first time
     6.615 D | Downloading  "https://resources.download.minecraft.net/04/04d181f5f4d61d2215175a1e63e7caaf9b624ab2"
     6.615 D | Task "Net::Download(0x29146244270)" starting for the first time
     6.616 D | Downloading  "https://resources.download.minecraft.net/b2/b28d52e4ac00b71576a78bdbad0f773ec8756b66"
     6.616 D | Task "Net::Download(0x291462435b0)" starting for the first time
     6.616 D | Downloading  "https://resources.download.minecraft.net/2d/2df2e501b08129614ebf5e42dcca20b8fc809192"
     6.616 D | Task "Net::Download(0x29146243970)" starting for the first time
     6.617 D | Downloading  "https://resources.download.minecraft.net/92/925654a26dd71aca3ab1bbf4373815a9bf128b47"
     6.617 D | Task "Net::Download(0x291462440f0)" starting for the first time
     6.617 D | Downloading  "https://resources.download.minecraft.net/31/31eb56075dce04558f7a5c26477cfa7cb56ec3f1"
     6.644 D | Download succeeded: "https://resources.download.minecraft.net/2d/2dea72908470f559ba7cb98b7d98ebe2889e7577"
     6.644 D | Task "Net::Download(0x291462443f0)" starting for the first time
     6.644 D | Downloading  "https://resources.download.minecraft.net/4d/4d279a6cc6dd3161ed273cc6796ae99d1a3a2175"
     6.678 D | Download succeeded: "https://resources.download.minecraft.net/b2/b28d52e4ac00b71576a78bdbad0f773ec8756b66"
     6.680 D | Download succeeded: "https://resources.download.minecraft.net/31/31eb56075dce04558f7a5c26477cfa7cb56ec3f1"
     6.681 D | Download succeeded: "https://resources.download.minecraft.net/2d/2df2e501b08129614ebf5e42dcca20b8fc809192"
     6.681 D | Download succeeded: "https://resources.download.minecraft.net/04/04d181f5f4d61d2215175a1e63e7caaf9b624ab2"
     6.683 D | Download succeeded: "https://resources.download.minecraft.net/92/925654a26dd71aca3ab1bbf4373815a9bf128b47"
     6.683 D | Task "Net::Download(0x291466de5a0)" starting for the first time
     6.683 D | Downloading  "https://resources.download.minecraft.net/29/29c3ea6ab1866dd60d5c13d5bdfdadc85a000b75"
     6.683 D | Task "Net::Download(0x291462438b0)" starting for the first time
     6.684 D | Downloading  "https://resources.download.minecraft.net/71/71f7bc8ea9940bdb8e2b1124b44b8a886426bd1f"
     6.684 D | Task "Net::Download(0x291462437f0)" starting for the first time
     6.685 D | Downloading  "https://resources.download.minecraft.net/59/59b72a547ac80457463715a7cc24b03197653f60"
     6.685 D | Task "Net::Download(0x29146243a30)" starting for the first time
     6.685 D | Downloading  "https://resources.download.minecraft.net/7f/7f2c9a3515287335cdd5429c0cfbf12f8827cbfb"
     6.685 D | Task "Net::Download(0x29146243670)" starting for the first time
     6.686 D | Downloading  "https://resources.download.minecraft.net/9d/9de75e25e57b327074f50fefd60bff0589702f19"
     6.713 D | Download succeeded: "https://resources.download.minecraft.net/4d/4d279a6cc6dd3161ed273cc6796ae99d1a3a2175"
     6.713 D | Task "Net::Download(0x291466dff20)" starting for the first time
     6.713 D | Downloading  "https://resources.download.minecraft.net/c1/c1a8ccb4210c8f6cd1c2bc0766097b0de355b516"
     6.747 D | Download succeeded: "https://resources.download.minecraft.net/59/59b72a547ac80457463715a7cc24b03197653f60"
     6.748 D | Download succeeded: "https://resources.download.minecraft.net/71/71f7bc8ea9940bdb8e2b1124b44b8a886426bd1f"
     6.749 D | Download succeeded: "https://resources.download.minecraft.net/29/29c3ea6ab1866dd60d5c13d5bdfdadc85a000b75"
     6.751 D | Download succeeded: "https://resources.download.minecraft.net/9d/9de75e25e57b327074f50fefd60bff0589702f19"
     6.752 D | Download succeeded: "https://resources.download.minecraft.net/7f/7f2c9a3515287335cdd5429c0cfbf12f8827cbfb"
     6.753 D | Task "Net::Download(0x291466de960)" starting for the first time
     6.753 D | Downloading  "https://resources.download.minecraft.net/ae/aed47ecee3a02ab6085bd43e136be5cd2efba379"
     6.754 D | Task "Net::Download(0x291466deba0)" starting for the first time
     6.754 D | Downloading  "https://resources.download.minecraft.net/51/517d2ef3d3c8d5352a12552430603aff1addce22"
     6.754 D | Task "Net::Download(0x291466de060)" starting for the first time
     6.755 D | Downloading  "https://resources.download.minecraft.net/c7/c746d34624269a4a709e7725f34f3640f6d58685"
     6.755 D | Task "Net::Download(0x291466deae0)" starting for the first time
     6.755 D | Downloading  "https://resources.download.minecraft.net/83/832ebff80e7b2e835739fffb9bb4944856289221"
     6.755 D | Task "Net::Download(0x291466df620)" starting for the first time
     6.756 D | Downloading  "https://resources.download.minecraft.net/81/81adad34862b8f9e9479039a04aca78ddd85206c"
     6.783 D | Download succeeded: "https://resources.download.minecraft.net/c1/c1a8ccb4210c8f6cd1c2bc0766097b0de355b516"
     6.784 D | Task "Net::Download(0x291466df7a0)" starting for the first time
     6.784 D | Downloading  "https://resources.download.minecraft.net/27/27639caa436a2372f2a278f4166c42210ce5f025"
     6.816 D | Download succeeded: "https://resources.download.minecraft.net/c7/c746d34624269a4a709e7725f34f3640f6d58685"
     6.818 D | Download succeeded: "https://resources.download.minecraft.net/81/81adad34862b8f9e9479039a04aca78ddd85206c"
     6.819 D | Download succeeded: "https://resources.download.minecraft.net/83/832ebff80e7b2e835739fffb9bb4944856289221"
     6.820 D | Download succeeded: "https://resources.download.minecraft.net/ae/aed47ecee3a02ab6085bd43e136be5cd2efba379"
     6.821 D | Download succeeded: "https://resources.download.minecraft.net/51/517d2ef3d3c8d5352a12552430603aff1addce22"
     6.822 D | Task "Net::Download(0x291466dea20)" starting for the first time
     6.822 D | Downloading  "https://resources.download.minecraft.net/5d/5d5921f03b10ef767eaf5f4edb9f3b1643b8f84d"
     6.823 D | Task "Net::Download(0x291466df920)" starting for the first time
     6.823 D | Downloading  "https://resources.download.minecraft.net/f0/f0194d3dcf61e81446cc5efd554d8811cf66faf3"
     6.823 D | Task "Net::Download(0x291466df320)" starting for the first time
     6.824 D | Downloading  "https://resources.download.minecraft.net/43/439571a5c08fb8cf12d2001ddf4b9cfc5c0521ec"
     6.824 D | Task "Net::Download(0x291466df860)" starting for the first time
     6.825 D | Downloading  "https://resources.download.minecraft.net/ed/ed850d693885e848e74c4819974e0e4787e13c59"
     6.825 D | Task "Net::Download(0x291466df6e0)" starting for the first time
     6.825 D | Downloading  "https://resources.download.minecraft.net/1b/1b89d175802fd1a24ca927f76fe41d7e8fe882e0"
     6.851 D | Download succeeded: "https://resources.download.minecraft.net/27/27639caa436a2372f2a278f4166c42210ce5f025"
     6.851 D | Task "Net::Download(0x291466dfc20)" starting for the first time
     6.852 D | Downloading  "https://resources.download.minecraft.net/8b/8bde25cfe033149f757a5431582f61baac213b85"
     6.886 D | Download succeeded: "https://resources.download.minecraft.net/f0/f0194d3dcf61e81446cc5efd554d8811cf66faf3"
     6.887 D | Download succeeded: "https://resources.download.minecraft.net/ed/ed850d693885e848e74c4819974e0e4787e13c59"
     6.888 D | Download succeeded: "https://resources.download.minecraft.net/1b/1b89d175802fd1a24ca927f76fe41d7e8fe882e0"
     6.889 D | Download succeeded: "https://resources.download.minecraft.net/43/439571a5c08fb8cf12d2001ddf4b9cfc5c0521ec"
     6.891 D | Download succeeded: "https://resources.download.minecraft.net/5d/5d5921f03b10ef767eaf5f4edb9f3b1643b8f84d"
     6.891 D | Task "Net::Download(0x291466dede0)" starting for the first time
     6.891 D | Downloading  "https://resources.download.minecraft.net/94/94b3a88973277ba1df46754cdf70e4d061e25b95"
     6.892 D | Task "Net::Download(0x291466dfce0)" starting for the first time
     6.892 D | Downloading  "https://resources.download.minecraft.net/d0/d0a5002e4993e051c0a2621f0ef8b5d2085ecd44"
     6.892 D | Task "Net::Download(0x291466dfaa0)" starting for the first time
     6.893 D | Downloading  "https://resources.download.minecraft.net/cf/cfaeadca6ef963079d47c7ac647029aafe31ee38"
     6.893 D | Task "Net::Download(0x291466de660)" starting for the first time
     6.893 D | Downloading  "https://resources.download.minecraft.net/82/829edbab79f24656fb7d8d0d8502e5e85e90b68d"
     6.894 D | Task "Net::Download(0x291466df9e0)" starting for the first time
     6.894 D | Downloading  "https://resources.download.minecraft.net/8c/8c087a6c2fe075d47d0aad5e0daaafb4205ef745"
     6.920 D | Download succeeded: "https://resources.download.minecraft.net/8b/8bde25cfe033149f757a5431582f61baac213b85"
     6.920 D | Task "Net::Download(0x291466df3e0)" starting for the first time
     6.921 D | Downloading  "https://resources.download.minecraft.net/ff/ff06cb5a98deaa6f19b00776a5f329717d61304f"
